system_indicator|card_number|product_id|customer_number|embossing_name|embossing_date|card_valid_through|previous_valid_through|card_type_plastictipping|authorised_amount|authorised_amount_sign|first_usage_date|ytd_transaction_purch|ytd_transaction_purch_sign|ytd_transaction_cash|ytd_transaction_cash_sign|annual_charge_date|no_of_years_to_waive_annual|activation_flag|life_card_flag|activation_change_date|branch_number|application_type_1|application_type_2|facility_group_account_number|processing_group|credit_limit|credit_limit_sign|temporary_limit|temporary_limit_sign|current_balance|current_balance_sign|balance_carried_forward|balance_carried_forward_sign|amount_due|amount_due_sign|total_payments_since_cutoff|total_payments_since_cutoff_sign|amount_in_arrears_1_period|amount_in_arrears_1_period_sign|amount_in_arrears_2_periods|amount_in_arrears_2_periods_sign|amount_in_arrears_3_periods|amount_in_arrears_3_periods_sign|amount_in_arrears_4_periods|amount_in_arrears_4_periods_sign|amount_in_arrears_5_periods|amount_in_arrears_5_periods_sign|amount_in_arrears_6_periods|amount_in_arrears_6_periods_sign|amount_in_arrears_7_periods|amount_in_arrears_7_periods_sign|amount_in_arrears_8_periods|amount_in_arrears_8_periods_sign|statement_type|statement_indicator|opening_date|manual_limit_adj_flag_1|manual_limit_adj_flag_2|latest_due_date|latest_period_processed|payoff_flag|block_code_date|arrear_level|from_acct_no|debit_type|number_of_times_x29_days_in|number_of_times_3059_days_i|number_of_times_6089_days_i|number_of_times_90119_days|number_of_times_120149_days|number_of_times_150179_days|number_of_times_180209_days|number_of_times_210239_days|ac_into_collection_date|old_card_number_1
ezzclwbkua|fcjbppymshdouqlz|brikuc|moptfwstvhptimwiuybtcrnqkxhdeg|pspmshfyzkgssfvyltatbwcyrq|79776046|ixfavr|mgaaiq|m|45685459108|t|13643200|17480640930|r|19845640963|u|tyufxe|p|qm|u|81734869|lnhj|k|u|ximlfzqsvjumqvly|xk|90047334593|n|37456185328|w|29602331399|l|16257004229|c|29260033193|q|70385097615|s|82219554023|b|65493618526|e|74983466101|a|14624961687|n|74166623505|i|50122062236|g|41108796951|q|49007789072|g|cikoekslqztttrph|g|52358723|87040690|64440724|95702845|66481517|03242956280|10790609|voz|ncxfdacaws|l|uru|tgz|ase|lhb|tow|gmf|bzk|wrm|82420862|aqprnmqxlfsycpoc
lrbacyrqqy|ejteblhgfizhlzjj|mojilu|yfoooldnzargnfcmsimxscwssgofnu|rkijpinvdpbhmkerfeeydiwkiz|74394578|fnvrnl|nsffdw|a|98876152156|b|68679679|37747353153|h|99068343469|b|nhzvxt|o|vw|c|46139172|uzvj|w|l|sgkdxdmkncyryjex|ox|08435939413|y|98884235312|p|00926266252|o|44102082109|g|30891224303|v|99214699763|h|95698990485|y|57884353221|l|54155045473|p|13019336083|u|33337000661|n|84191795244|n|12658721894|k|08518349013|l|kwqgtanctqfebemt|i|75501287|99979109|62895964|57084296|38620256|97845683574|31608593|zyn|auawslmbhu|l|fhy|dda|cgg|csb|pzt|hvj|eov|vkz|08115514|hzhtpgurwamdepnh
kpzexahqam|uzmxfyqpwflkiazr|zfyvxq|evjsbxkudjmmkdvampckhgchsvftlx|skjqnhnqxnrrifxnrdwceaqwkg|53453777|jmossb|qjzpxr|g|69721265949|i|08129973|48362869910|v|78355519199|u|ofyfcm|e|ow|a|40247903|ssrw|g|p|gvlpbzivqwpkuhfp|xo|61674938802|v|04300222727|t|50375601226|e|22468548217|q|86708173074|i|42532069097|t|05383196191|x|66190503589|r|49211536176|u|44696166598|l|72638294678|d|32488740767|b|40865550791|f|03476689412|q|ijguobxobghxjazl|a|91518454|32568323|87691543|16646452|86578192|87787895329|21244822|ywf|ghqpcmerzm|c|yty|zux|ohb|msl|alu|rmf|yzi|sql|48070008|efrrwhflsurkssys
thoqeopjov|nakwvjeyyjorehyw|hbevwo|esjqtgdrywruqxtmjwnlmpumslfyhp|ozoqkjroijxpnlekaspvgjqmff|94424899|bweopa|zrkjzp|u|26765822160|z|22084689|00263701307|a|30120305095|j|ulovss|a|qx|g|28032113|eiun|h|b|hgzlojmpfgcokwkn|yw|32876863864|s|56180200833|m|05562163479|r|86987417373|f|73745457949|x|38261114414|v|60096461704|w|18052395941|n|84528330010|a|75434459632|o|85604281317|d|61097782813|z|71998822820|r|23250339824|g|pwsyxyrblgzboohd|g|68924805|94399792|58361845|06131883|24292464|09995412280|87200229|hch|uhoezwodde|o|mty|uci|npf|rka|bdm|cyf|hhi|qda|23805774|nlggjkeypuspgfzu
ekvxfzkaii|qswttgnvzaawrvpr|awrpza|oqdwhxlwqelrncgoetisszjwoomppp|gwshqohofbkqcnebquvokbbvib|01783882|csaxzf|zvobnd|g|13033133683|h|63857589|56161958095|l|16489375094|w|lkrpaw|r|eu|o|62128656|dkin|h|w|vtxmlpyzvnvsickn|qn|79049688044|r|37374846294|k|87257252488|e|62776941961|r|52961050257|k|44994616739|w|40912477222|s|43213326740|o|33790144499|h|45674558964|m|79827050696|i|89888055653|q|85514740592|v|33005224330|c|tcjjgnpvwlvpgbqd|x|71803523|62856208|90039671|30452002|99015749|18560130140|61243875|mus|hherjesklp|t|wyw|jcz|eck|fjh|jve|wtb|ovz|vgb|90903764|jrzxfrcbndgcaypt
yvfyvblfhd|ddwfuztzlyxcaiiw|hytfzj|vbptlepgyynzcvjcqnrwirwsnlqgvo|ltuxgsplmodpnmpvaxkimiwcfw|84628823|bkoabn|bnaogw|e|97535151650|e|98185695|57791997831|x|92673082248|b|krebyh|h|tk|y|57921134|fiul|n|m|eijppukaiypjgolz|qw|97376599382|n|59806125773|k|92285987637|v|91850049658|i|34390060472|r|53073005098|h|12207067127|m|15288117328|r|87687461661|r|79538219516|u|82525811020|j|12186306003|z|02830267400|l|32176422751|i|gvuqsbfqnkosbzht|r|14165554|81390399|35377322|63329321|17024217|90337194388|66708986|kiy|ejcodfmgxl|n|hqk|lud|bca|hap|ekm|mot|noa|oys|22217539|apbvhmvzykzvzrrb
ddllxjhebu|evkiyubsubpjepgs|rstght|vkznqdwlzxaawfzypdepvnvvswcfta|cnwkqgmgkcpiseppuzwbdczhjs|79719633|nczsjq|npuqle|j|00185630651|i|15652460|18556611771|x|65822933493|c|hmsbij|q|tl|w|89737760|ejlp|j|m|ozxaosyxghcbsfbt|di|12163575328|j|50497228238|q|02501206616|m|98605366660|k|06529934651|a|96263070241|g|20021117560|u|22260058633|c|62128170608|v|55392980508|b|95450435566|o|55765587610|s|83513196354|k|00286280279|z|tediaamrnnsjekpm|k|39145693|02323777|76373196|68314854|74068092|45149022037|36055673|xmk|tgytigrinz|r|ciz|mki|afm|xiv|brq|bwz|epl|guo|61931368|ajhxppicxohupedj
pjwwrlmzic|evrghmubmwzsilyu|iatlgg|uyhvoipfnazzlotbtpqimokbdkrnlr|fwcvbmbstxpadzvgnvrldgopey|98071447|pzyjme|sgafwl|e|58274908114|w|84584163|89541534822|g|51026767927|l|ecoxns|f|ac|x|86611755|fwhs|g|y|sgucciyzgwehzlsw|mh|66644584978|u|01197266544|a|63036321852|j|31523253986|l|79793731542|n|45565456513|f|56498725090|q|12771061350|r|82127822821|e|46124186270|l|82216992559|m|82847090842|d|19428017845|e|26596312403|x|ytwizjekentfzemm|c|23189196|72139956|16912390|11152800|20748948|61730054703|36807813|edd|htqvjmuvds|n|eos|oau|xje|mvq|pst|mrt|yek|mlv|07558007|mjmhppmiystmdopo
dkneldzbda|ztozscnwqyupntwp|ukbamk|irqtgnewylyginwwecesyebljlvykz|xlpnrqvwwsvcygjboyhiefipec|00560389|flmpbg|cuutzo|v|13653412321|d|76080384|74993896187|l|73986692380|p|ikarlg|r|zu|u|98698565|xpnq|f|o|phkrdxhkvsbjlimf|tz|87444560699|e|52756489569|p|96318094028|n|01193438835|d|86057362891|u|53521573130|i|54202027247|f|36338936957|q|73794411899|m|73834718839|o|92159869426|l|57860085197|n|20108692421|z|64945507298|b|mrlxpaxtmnoocfki|b|07009695|56323897|31565105|43657547|36804144|10703256546|73782633|tyh|xjbolnysbu|b|wzg|tny|dbm|xot|ote|vhb|ylr|grq|41811908|empbldewxxugolyw
zbbumuiovz|lqstncexrtnluaou|ifntkd|obfpfsovbpyzccjyjefumkppqvnpmr|nxvvufxzwzjabqpqdtwqubotyo|71293468|jyeghm|ejtbzs|o|12845184253|o|78098221|70768337891|v|79578186107|l|redagm|w|mo|w|27317937|hctm|a|n|qlmxsmnfstpfxtwz|pw|55679003926|o|64721246710|r|20087291758|x|20123423341|l|52320754972|n|81239004846|q|57947807790|f|99617338822|o|48946423049|z|35008771121|k|96751884481|r|77475162913|d|34834181449|t|34235792281|o|awckptcklvxivrnp|w|25480772|07971976|00479968|00107558|80004612|06870851994|19755472|fau|xmfdjaedpz|t|tkx|ium|dyb|mwp|dgi|iww|lup|bfs|96425736|abtmxozfocbnmxtr
vadmpozipw|pjvsknonqldhtpvm|fiwoma|tnfuypdqxlyssjwgqitkbnxisatqns|mbacltwruieyjxqlppidhlqtcy|05464228|mezpzi|oxmvmy|v|95788225524|g|73879256|30424532278|d|77391809818|e|krrdzv|o|as|v|71218733|bcxe|p|d|oodsoedpddypiery|au|19684197735|w|51442401196|y|38543095655|r|89014275153|u|31363948851|h|64349433346|t|62180958973|m|07904361599|u|17298327021|k|19872471741|d|23744970424|t|03923575434|t|95702040957|j|11843162691|c|gkabpwbfxvtfrmbv|y|70289064|41541323|68544196|55427850|82150307|99241799578|71943558|qfp|issnocdqkk|r|azt|bzb|wwg|khn|dpg|qaq|xys|omb|59813576|iitjmgefbotzkhkb
qmwnrbcfjj|aegpjxisduqajiba|iysdzh|zizizkhnxwniqhtwtoxwnubxnhdeqb|unsothosxrwyldslnckonhgglg|83972810|drocuj|odszob|u|83803962197|t|68216195|17068026955|o|22468264321|m|wagwea|q|mk|u|54551789|trme|g|a|jgukliubmuvtqbzx|yl|83128034337|f|32197413151|c|27024344208|o|59705563738|g|04623411402|s|02107120126|x|26173412215|x|38322109590|j|75916440254|y|72278192409|n|00542337284|v|11626120487|a|40799357486|m|99912997385|p|ihlbokbxcatcgcqm|k|94650022|86809220|21590886|31097786|40499781|06418018902|02513863|ljb|lbqfytgngf|b|umi|htz|kmh|lmn|yyv|uzv|adx|bjt|26922836|mxpisviljkifkhms
vknwgzficj|hrwdyfjfxakhpekf|abbhlz|ihwbonqrpisztsglctelyywssttguw|wtxxfuiooquyuenaenykovexpt|03225989|shknmy|imglec|s|61740168961|g|01339804|61722882243|o|34685864924|w|eoivif|q|zv|u|15137244|ykes|t|q|jptvdqijairzlvbn|pt|19820125445|d|09632260895|l|60675959086|e|19487168455|c|31556293480|x|82297486595|m|54334763407|x|76205708872|a|52447826120|v|25931235085|w|20043733906|j|11592841680|d|15084479142|d|68135482932|d|jkpvadvdtemsgbte|q|09589372|72210516|10537176|33956605|86853492|99707079264|29302999|svy|pvnqedyxmf|a|lrf|pda|xtc|zma|rqe|hrz|vqg|gfi|06591645|wflqnxtqllhgmdfz
nminilbohl|rgbhcoljnmemtnog|zvbmqi|plmymtpnrciiatpsgufaeijsrjdiqi|ovqzoxvpijcubdtytimqvldpti|12625411|yxraqy|bsgsxt|v|28751704514|n|38349535|97071629554|t|16857713145|r|tdnkbx|z|fc|s|17155384|fial|b|m|durycfxobwfqcqry|so|25650303082|c|07174929343|p|29424416033|y|28503755474|m|07583721078|e|54154296583|o|70239988712|j|54821141361|n|08843814041|v|93691935933|j|52087968858|h|98913946681|n|34543144952|z|06142664486|x|xotpqcipqdbfgilt|d|20434635|58215486|43787273|30887123|82306066|72626194994|53804102|zqr|uatevzesjs|v|ilt|dca|xko|jfw|iva|azm|nkp|jhk|40145597|atxreloprrrrjbsl
vuuxdajpki|qmqvcafunevlnoet|hxyvgb|pnofccljpwfqusfxiktwzfrovxdyrr|pwwsanwvrnmqdedrreznduqwao|49510621|nyyblg|evarie|f|21416586809|a|98825783|11151105931|c|09691246671|u|kggnvn|o|ti|n|60116739|jtju|r|d|acvqudpfedkaqsxs|pm|02715442222|a|49926430514|u|43073977580|g|38415476556|e|64334449587|p|34331463137|p|79958438744|j|42222123802|m|18730676745|s|28832196617|c|83716775532|n|31017673849|h|09977035600|m|03682270563|j|gxlkvyhkkuvjlimn|s|79493289|77457803|51391516|00545716|77808667|15993882997|32874300|vqe|wmfxlzbtts|i|zdw|mdi|zgy|kqj|mbg|kzd|zkd|aqs|24812544|efotwhapevznagja
vyhrfsvtqc|csgqsgicwxrhrpor|cfchca|dopemhhooxfloehkgexktwdmgddsdu|txzlpznfhnjvxoedikplvrjpbr|32609733|ktxxit|mfdcnq|a|53623337487|i|75518117|07674160613|d|06197279143|q|vpkpso|m|cp|k|49836601|covk|u|h|qdroelrmwqfpezlq|vq|71132789377|g|82580383135|w|80156774669|s|36183580420|p|41267430051|m|99749069463|s|46401865360|e|59238272707|j|67613668459|r|73089683679|d|42127478935|q|00386203450|z|12221031676|x|02600148085|q|nzgmuhopcshscipr|c|93892644|99602130|61414447|06677003|77784122|23687721254|74976723|zay|brszugyjso|y|fdb|gmc|xxi|eee|pvu|fno|gtu|lzi|24713276|awrkjsyvmhglmvkd
tzmsinuntq|xyphilfxreigluts|sawsfo|hthjdaxjuessucqrdzswafjdgliaue|vhxzjockqiovvgzbqpvtgddtos|97384873|qnouta|lbktjb|q|94334384843|d|49995831|39177653210|k|39653641727|m|awrfto|r|cw|a|03278807|eqbm|z|r|kvsbceoseqenxvwg|ue|45180632956|e|21313438515|s|90389925133|d|56551688688|m|30850579550|q|42535001861|z|35848024287|o|50054158701|h|61258934808|h|73399131109|m|54385991748|b|87417663450|d|68132482523|b|24837167128|j|lcueasonbbcptmod|q|23086163|93425089|76617200|38463031|03954216|83284040067|88381923|qpy|mfievzojnz|i|gyl|pyu|fqh|mkv|ysh|afv|lyx|lox|06371036|vzqrcdvgwjuxhwxs
amkfkodlhm|ksxrswamhmyqhedg|tumogk|sxyoljqruariixonjvylpwmlwvolwk|zacdzkodobnpvvfvlsfejaizlh|34416943|krluds|cqylod|y|34920495777|z|97096441|53123751102|h|44696497957|p|fnwydu|y|tb|w|91079070|vcem|a|x|etsowddithbpzozz|tt|63249126033|k|07584055765|g|99962396650|w|72674328875|k|04059704680|z|66183590923|e|26391721458|z|49942510216|d|56334213969|v|42819249593|l|27291685719|j|66013514741|a|61690029553|t|36716574424|a|qqnylhuakitsowvg|r|49203174|37740843|96179774|73283268|28879879|67887195847|37097617|imz|mluqxpfppa|n|ydx|cnx|cqc|lzh|nof|sfy|qnz|lsk|69529270|pxrmyuxmbnzlunpq
lqkectwovi|hikywwfqlurgglge|odyafg|lbjeituytwclzsekvjcazmfjmybspo|bwzkkxhrpavouzkgdddvlxgnfy|44389397|ccbtwu|jqqwyq|s|44758595471|i|57534355|99063278182|a|24701087738|t|woiawb|u|mc|f|24781550|yrng|u|e|ylgekrudawggaeod|sv|03120068071|m|06619092599|w|17663243142|s|09537396318|g|69751317467|u|55308961662|p|72284466518|d|59273558624|u|55136033500|l|21610561292|w|00165353290|r|84665285902|r|72198982166|b|05223443222|k|iuecmmzjeqgucppy|s|33584768|95678926|60680453|91449220|82645582|95215838247|97030638|tld|jtoadnewsq|w|aqb|qye|gkb|ecq|wob|srn|osb|tzb|69070895|vldlftosneetdgtj
jyswcjebps|xsuadgqaskxrolsc|yhzhyn|qdafdwtkqttijkgjoiluqxcxigpgfi|nfcsrcxycpzzhgwhkmviuultuk|22417289|kktlbx|vwatzd|p|79111396946|f|31585634|10318340708|m|94115597768|a|qtgxzz|n|yu|v|05586889|ylfp|u|v|pxfdcpsqaokqbkwa|bs|56213754114|r|06784316070|e|97641965377|x|81491314042|d|43541574549|h|81819321753|v|96116189868|x|78072653530|b|50955273898|m|97286623723|o|74273927054|c|62120036011|q|10050495901|t|95398437948|n|ygphusohvwcojrgs|w|09819123|28480892|03560925|18785712|53723124|11197576733|85309669|bhf|zzplckdoer|g|deg|qdh|ypq|hop|szs|vpw|guv|vmu|77794790|hlsketzvxkklzxec
bzmkqwvddp|cwbscoqgkawdyyby|xxrbfj|mqubleyaqlwerlmhebbhdnbfzwvyzg|xshajgeqplalmaaiznzmazqsxn|30583959|abqtac|mxlekd|q|82782332534|f|77366361|66040498350|g|42966670838|z|gojthk|a|tt|p|77369015|szmh|l|h|eostiohfawswgcoh|fn|40366364649|j|36697155548|k|47100172103|x|79890433831|a|36909985155|o|36900317422|q|10083848061|i|62881579189|c|97409629978|h|18001974265|x|39231663501|e|39147423853|b|06641744277|v|01458427010|l|kcfqjnxprzwxnnjw|o|56536044|16523033|17122081|25705207|78623970|38906112749|17424400|swj|qvhllyllgc|r|hxv|gvp|frd|ixn|bpw|izq|zvx|kfg|46415404|gjicuihpklypddbx
befpjpnwrc|jwfjrvzavefsxgmi|qdvbdu|ssznwesrfbqaozjovdieikvqoeljnu|ectkbkzhwbsvqjzxwvbqqrasup|79249005|kdyfsb|ssstsn|s|07122737309|v|71899354|15260328608|o|42479524118|n|cesxpg|n|qp|f|96275513|core|h|b|rdzfruzyliuygyod|be|97638964937|n|83527689708|u|68837934655|q|51535760971|r|36464440472|t|38996319411|j|26191804949|f|61391421229|j|93383806823|v|86909730072|s|83835121120|k|76668974285|p|40744470085|y|27191740714|m|gezozlfefkqwujjf|t|36924085|15226658|99425322|44209923|48077048|25826897791|36806908|ivs|sfaxpyhods|l|bnd|xma|sua|fev|hsl|cgx|rdq|vep|83167275|mpxnnmfsoxwskdvk
flwiktprzs|kconcvsuminlvbde|qtfrkl|kmckauflfoeftalyhfqsqcuhyoxzhw|bfhwmkxcbxmviugtrbdkiqwjaj|25183493|zpigkk|qdoisw|c|30649488737|f|56125235|81825415979|a|18899942200|c|ftlrjb|z|af|u|36100025|pohz|e|i|orhpbzfprnyqwxsr|rg|66010903904|w|09439635566|b|26111133617|a|36553943295|h|26884049786|v|84898441263|j|57992455175|t|08258661997|e|56694394947|m|79977424331|f|44606069364|k|38608701665|d|40600806732|z|66952828884|h|nmunzmftthhxugkq|e|93800119|71813011|49043484|70345464|38163237|31896700454|57307194|ktt|afhthuxslh|e|tyw|sui|mgn|iqx|cnj|qan|xwo|rbw|86252635|gvdypjakbxslucif
gkkwhociqb|kiryzxmfxcdfvcui|mdnqvc|hzfzhccolvlecartbdaudvemgaacgm|ojivspjfdicvgohwdzwgvdcxpt|29916389|gpllcy|uqpyko|f|27956965329|n|22927611|18111380063|u|22562110768|n|calssw|d|he|y|84037005|hokz|u|w|wguasplbmevviabs|rk|19237542974|g|07559368721|h|81092524524|g|93412517768|f|68400459940|w|86899540471|c|56918331328|r|34391543224|f|34606517656|d|69197187744|i|41130905641|v|36565389565|n|01370657143|e|60449892206|y|scybeolsbtqckuvu|u|99944398|63453040|37997750|91870548|38677018|15033875453|51138491|ttc|kymcnbvsdz|y|hwx|ctl|weo|zfa|mcx|oea|edf|bwr|46025858|ylpbsdigjgxvxopi
aenknigolk|byypeiqufgvurgdu|qjwrxa|gzjeeqrsnzgiipcssybvieyumlqyxf|guhedpgompqqarddqqwaqiqljz|45291431|xqxchc|pimirr|e|90100601808|u|39779719|18654678625|q|26123867229|l|bwpvck|w|nw|e|43584946|parg|d|y|uvjwtjsvclnaswnw|gn|10531147415|r|11039670559|v|50731637628|n|58806137790|f|65595827430|z|80714122403|k|77366837939|k|26592052094|x|23034410586|u|53342183882|o|77342405975|a|16205008605|m|23089373673|d|73462947894|f|hsokaadtayylclio|h|37647699|79479361|62709048|19107416|87894594|72697286361|23256380|gus|tqhvtxyvdm|m|yfs|sje|eer|qqb|zwf|rkf|jmf|zoq|74345079|ebhoquvlimpjinow
ihxzewfijs|lowiujdikgtcbpqq|rqsxie|fcpapcjekuwhcjlicnhkjqxoplglam|quujgjvrrraycrrsyxaqrdwhcq|68945175|nlgkij|nacyrh|j|46434179751|g|61160806|24464456200|r|74694356634|t|xtyafd|f|lc|b|84171410|knvm|p|p|dsvmxjnadjaydyqg|ao|50090135615|h|22160637916|t|22651144289|b|31313215673|p|30060622754|p|77247135823|v|47982612025|v|20492728994|n|23332750676|m|49695031582|t|06007176808|s|78743571455|f|44339564636|u|79244248798|a|vtabjtqeocdmajwo|v|83420418|98512401|18871846|80063923|31293897|66411747437|88220630|gob|jlxknrvlbi|q|fbj|fqg|ofj|dfg|dxm|ajv|hym|kqy|87175523|xhqoctohridluogz
kyadfemjkh|rnbmpuysbvzfvole|mxutrk|ddtlwuoyyznqpcqbxqjtsvesymwcdl|ihosvwhubowcvkaxdipdrqwyfz|85733870|lxqsvh|wjcmin|e|24354828881|s|68050817|11818327269|x|20974503807|m|xxkalk|k|re|w|85443984|zdec|a|b|hwckhnlllmlwpdac|eg|78069524367|k|55715666584|z|20844362904|w|29242460157|f|76021343380|y|16649612812|k|80965548563|m|07907621594|b|75425333322|k|24317108408|h|14501119257|f|62836766426|d|08755395858|j|16057510889|o|nwuuohfnqtudgnto|k|24607392|66704096|22698652|27017104|16017665|35980941387|59216988|aui|fzgcnxjspt|f|skv|efx|iwk|fan|mnn|yga|lqx|zpf|03612237|rufleszkpyjkynjl
alpolubcti|dqtwybsilpivcoyn|qqgjkr|obdpuesnezsjsibvvamycheswcqxvv|qomzgitwahraynjqyutrfnkcip|73415356|cwdheb|yqpmdw|v|83432322860|j|89945151|20707488499|b|50727113753|t|yjvysr|r|kt|z|88821642|vhiu|q|n|foruvslfwuecmrlt|wf|93759242580|n|10333463260|l|45156988241|t|90390012791|r|97002711541|r|52856680250|u|89518949905|h|25881078262|d|66584543002|s|73982391006|h|98091764941|d|53873330538|c|14748011884|e|49472799561|v|jajgidtvwkkxfyxu|c|86734144|82465558|41388119|68477309|91965242|31310644460|47803706|qwg|zsrhninfin|h|okd|mtj|esf|xwj|gmh|kki|bmr|rqo|66153760|wvtmaqnojsyjkwts
hojfxwmbad|vgvlxypkrxcuijmp|uaccbu|puzdzhbymukpjcxjaxjlrtfnmtcnol|svrlbuvdzlkbjhxespotdkafqu|20453699|bjljlk|jdvtxn|g|02067219953|z|85293417|53683248696|w|14835314843|p|foshcu|w|yo|o|00712885|mtug|z|w|fzkgkemchpayyvxh|zv|47298203648|v|15625296243|h|03099114893|f|77821101878|q|17886356828|p|67241681131|a|31060744371|k|74926624067|l|06771768705|b|76973641816|v|39226698040|a|33810819522|c|90816797471|p|70218756138|o|ppqquusvurqzkkjr|z|23648584|48672008|94623208|51561648|41237067|00930794039|52613187|cnz|nhqjfnvnlq|p|dze|ikn|fgo|hnt|rsb|rmj|tnd|ydp|91272296|utdrjtopjeszrwfc
enrnmzwnxz|phteoyenyllhuiew|coyxks|mjyrllatgjovwsmnhsevfnldqdgdge|uvarwvcpaogrhmyvfkakxbcafw|19561750|cycmid|jssctm|g|47347873174|l|94787376|26247530437|t|39028448710|h|lvazxe|o|bj|s|44590331|sqyz|x|b|lbpforcdpfbhudtf|ir|33285353517|y|28594712945|t|52015243730|w|39199015263|a|69886401711|o|84579170246|m|04249677360|i|83176575151|m|21282519617|c|31589765676|k|78922447333|k|21267211588|g|73425570943|n|34454040878|c|qpkaxdnpjlbxklax|e|39534784|73007738|05011596|05993349|28229993|84401074893|72761225|deb|fjvidbrwao|k|ezu|ihx|hhd|mgg|otg|ius|wvx|iaw|26896766|aplxyxcgimlrizgd
zwdxwbzpqt|oceahktbbqjbsucy|biipmj|vmejbendahkuffoodjfxingqtycdgp|ulqlvlvbrdpsxujvpiwimltipg|94507052|xuzegs|tlyjxp|n|33360503138|k|72053787|11940696326|z|23016679980|l|udzram|j|be|r|30707400|tbaj|g|e|jblrmygqdksutedr|tl|01914102899|q|34496001292|d|84736378250|u|92967087857|x|01001801933|a|71651488969|p|12926215321|h|92923229801|d|69287161352|j|31992545880|w|49020122653|v|21070385100|c|06120249300|m|51897485465|j|rzarsxrxdnoxjyfc|o|22034833|17033683|67020857|82964251|02904589|24932861867|66521128|otb|cmjvvmoooi|o|kyu|vph|xno|thw|bzm|hso|tar|obm|47080341|ongnblbffguvscuz
zrgxpmejsg|kftmikvokmhwxqbp|hengjr|ffdzynfswzlkrqwvsufpngjmyvipki|rrqjoleezlsykfmrtchczbnsrx|03852190|bzhfpa|nthhce|m|11757500362|j|06534990|59559787218|m|68972611550|i|lhknza|u|yc|r|50318215|mqpw|x|j|gemurhqvgaqbpxmm|yq|67854094624|k|29468075232|u|03092955205|q|56087361666|v|99729178450|y|87732488793|y|12675900829|v|34529483590|n|09809616914|g|05349068266|v|92174365876|d|39863051447|g|62072372298|t|29935318289|w|donlvsqoanuiqrct|a|08104154|45023071|52130669|97958052|60645425|61669277700|27057734|wsp|ogffnjskpb|x|lqf|sfk|xix|isx|voa|csy|gyp|qgj|45690079|mcndqnhperkgmgkq
czcsmsujmj|ytctctdcdtpkevoo|bzbrog|rulktainustzoafglywmjilqjpxlsl|xpzzwujyvxibllujyxcdbwvgfk|04799275|cvvmts|iqberz|f|44907820421|d|66764036|39911873577|w|04929560573|a|rewilk|n|hk|y|72696012|qrsh|f|b|vpcayzozwgvnbvfk|xc|65179854543|z|64065554105|k|42151993776|g|57891280236|n|41035949905|w|54635416250|e|37491351289|q|75269597585|l|08917119465|k|69904950934|b|37419163328|q|47869300037|o|84339501652|v|61907323737|z|evohjyeygeewslew|g|74749142|86145965|40264217|89223500|23741647|04895704484|98970982|sur|camglwsgvu|e|dqj|oor|lza|uqt|qxg|qes|zvp|lco|03650296|lvxjchhshfmqisyi
aslzaxrdmi|ytsijfjrblbqzzer|mczpwo|hmctydnpzzpjaknisfuisunbauqghn|wsvsgnmsnrarouomenujnxemhc|89963407|iagqey|kdtjmg|y|36427688266|c|08435255|99829617089|y|72246144940|w|kweher|z|uw|d|72292830|mkuk|u|u|zqiwxiyhmjvtjdyu|ws|80745731550|o|10594042282|g|28695257688|d|40562131637|v|38038230200|g|80071815417|m|56066174163|y|83486762631|y|90899172582|q|76668563050|h|61011693940|q|97116496616|w|38743630809|m|47964919554|d|aidloamyzccrktvq|v|31872698|51016903|95378855|80523730|90284898|57499715910|25933906|hye|acsysdfdcj|g|wox|myv|pcs|cwl|rrp|xyd|pvl|bnz|20638441|yiqqtxznxwwkzdoh
qnduutpaxw|skcfqykdjzggluwo|bvvpdx|ngcrgboltlmpwoapjcxjobjimbphag|luymftqxuhqxsghaxnayqtmzdz|02241157|xrnqbn|tfyxab|w|83789405959|s|04677709|61261284897|i|60725004374|e|rqozdf|p|nq|t|49995053|dhop|x|a|bfmhvvttfsvpmbti|wy|49802704822|g|92279683832|q|38674522565|e|26318779203|w|43206907537|y|51553636203|c|13547349677|d|23322281685|q|38389660432|a|30568140992|c|73057734490|t|14043262771|w|17125642955|v|25911062974|s|bjdlgjfwivorcjfw|e|46821140|53536718|99353942|28772922|89864015|26206610119|60007231|vri|hjdcgupqup|i|ffr|qxw|wyb|btd|dxz|ovr|gov|rne|22917660|vnnylcsjjndbjyjr
nezjmtouaa|zsmkpfgniysuatuj|fvwveh|ckpqsqqnmvvhtkswsolqesbinyijtk|kkozdngfjlrydrpaertdzprpmk|54466609|ujenhw|slwzmp|v|44498622957|p|82643011|75568026624|x|89391517895|v|wutigi|j|ci|t|36487518|heoj|n|v|mvlefxnuzzxoarvc|ic|20013878068|e|38263084065|x|92669204579|k|60957032057|s|01189013786|p|90414010250|g|45493720379|o|23621472754|x|13684975874|z|87932163136|w|86591126615|v|61017517484|h|89650810708|f|46737943695|j|ankcjdbwyljnvfwi|x|13379727|28130386|01318870|49126164|98165244|75327200600|57091988|ere|etlgjxgqip|n|jaw|kcy|tgx|ilv|cgl|vkl|hbc|fqk|07344332|klirvwgpemqlikjv
